0,R,5247172
1,F,12946
2,R,10681
3,F,8015
4,R,9308
5,F,8150
6,R,9483
7,F,8293
8,R,9673
9,F,8443
10,R,9856
11,F,8631
12,R,10052
13,F,8811
14,R,10220
15,F,9011
16,R,10451
17,F,9195
18,R,10686
19,F,9371
20,R,10889
21,F,9545
22,R,11118
23,F,9743
24,R,11339
25,F,9950
26,R,11596
27,F,10160
28,R,11900
29,F,10413
30,R,12216
31,F,10734
32,R,12568
33,F,11083
34,R,12808
35,F,9684
36,R,9565
37,F,7465
38,R,8581
39,F,7495
40,R,8697
41,F,7594
42,R,8827
43,F,7706
44,R,8935
45,F,7818
46,R,9061
47,F,7917
48,R,9223
49,F,8033
50,R,9382
51,F,8193
52,R,9551
53,F,8358
54,R,9690
55,F,8533
56,R,9878
57,F,8686
58,R,10076
59,F,8825
60,R,10253
61,F,8964
62,R,10451
63,F,9134
64,R,10637
65,F,8993
66,R,9906
67,F,8430
68,R,9689
69,F,8340
70,R,9728
71,F,8507
72,R,9912
73,F,8653
74,R,10003
75,F,8529
76,R,9197
77,F,7653
78,R,8785
79,F,7628
80,R,8837
81,F,7717
82,R,8961
83,F,7822
84,R,9073
85,F,7925
86,R,9199
87,F,7921
88,R,9017
89,F,7628
90,R,8629
91,F,7427
92,R,8637
93,F,7547
94,R,8721
95,F,7653
96,R,8752
97,F,7477
98,R,8327
99,F,7018
100,R,8081
101,F,6985
102,R,8109
103,F,7059
104,R,8186
105,F,7126
106,R,8257
107,F,7121
108,R,8162
109,F,6960
110,R,7928
111,F,6824
112,R,7897
113,F,6835
114,R,7879
115,F,6909
116,R,7949
117,F,6828
118,R,7693
119,F,6526
120,R,7467
121,F,6409
122,R,7417
123,F,6452
124,R,7466
125,F,6488
126,R,7504
127,F,6523
128,R,7503
129,F,6428
130,R,7319
131,F,6264
132,R,7227
133,F,6242
134,R,7199
135,F,6299
136,R,7254
137,F,6284
138,R,7172
139,F,6150
140,R,7007
141,F,5995
142,R,6923
143,F,5987
144,R,6919
145,F,6011
146,R,6952
147,F,6022
148,R,6930
149,F,5938
150,R,6804
151,F,5840
152,R,6748
153,F,5824
154,R,6708
155,F,5863
156,R,6744
157,F,5852
158,R,6677
159,F,5738
160,R,6555
161,F,5632
162,R,6508
163,F,5622
164,R,6502
165,F,5640
166,R,6514
167,F,5626
168,R,6461
169,F,5525
170,R,6352
171,F,5444
172,R,6293
173,F,5442
174,R,6256
175,F,5470
176,R,6298
177,F,5478
178,R,6284
179,F,5421
180,R,6199
181,F,5336
182,R,6140
183,F,5295
184,R,6109
185,F,5289
186,R,6103
187,F,5281
188,R,6090
189,F,5237
190,R,6035
191,F,5196
192,R,5996
193,F,5173
194,R,5951
195,F,5177
196,R,5944
197,F,5167
198,R,5936
199,F,5126
200,R,5876
201,F,5070
202,R,5826
203,F,5029
204,R,5790
205,F,5034
206,R,5797
207,F,5012
208,R,5765
209,F,4957
210,R,5721
211,F,4923
212,R,5679
213,F,4925
214,R,5664
215,F,4939
216,R,5668
217,F,4914
218,R,5635
219,F,4870
220,R,5597
221,F,4835
222,R,5562
223,F,4812
224,R,5527
225,F,4802
226,R,5513
227,F,4777
228,R,5492
229,F,4736
230,R,5457
231,F,4726
232,R,5451
233,F,4720
234,R,5409
235,F,4719
236,R,5407
237,F,4692
238,R,5388
239,F,4659
240,R,5349
241,F,4631
242,R,5342
243,F,4617
244,R,5315
245,F,4604
246,R,5285
247,F,4581
248,R,5263
249,F,4546
250,R,5232
251,F,4543
252,R,5228
253,F,4535
254,R,5189
255,F,4530
256,R,5192
257,F,4505
258,R,5180
259,F,4481
260,R,5158
261,F,4450
262,R,5136
263,F,4444
264,R,5119
265,F,4423
266,R,5090
267,F,4400
268,R,5071
269,F,4379
270,R,5052
271,F,4379
272,R,5031
273,F,4377
274,R,5005
275,F,4373
276,R,4995
277,F,4353
278,R,4990
279,F,4324
280,R,4968
281,F,4297
282,R,4949
283,F,4291
284,R,4943
285,F,4273
286,R,4920
287,F,4256
288,R,4911
289,F,4232
290,R,4896
291,F,4235
292,R,4885
293,F,4236
294,R,4849
295,F,4233
296,R,4841
297,F,4217
298,R,4835
299,F,4195
300,R,4814
301,F,4171
302,R,4791
303,F,4154
304,R,4782
305,F,4140
306,R,4767
307,F,4123
308,R,5019
309,F,3847
310,R,4751
311,F,4103
312,R,4737
313,F,4104
314,R,4710
315,F,4101
316,R,4703
317,F,4090
318,R,4701
319,F,4076
320,R,4682
321,F,4059
322,R,4659
323,F,4046
324,R,4646
325,F,4032
326,R,4623
327,F,4012
328,R,4621
329,F,3994
330,R,4619
331,F,3994
332,R,4609
333,F,3987
334,R,4583
335,F,3994
336,R,4582
337,F,3981
338,R,4583
339,F,3963
340,R,4567
341,F,3946
342,R,4548
343,F,3936
344,R,4531
345,F,3926
346,R,4518
347,F,3916
348,R,4509
349,F,3899
350,R,4499
351,F,3903
352,R,4496
353,F,3899
354,R,4462
355,F,3897
356,R,4466
357,F,3885
358,R,4471
359,F,3868
360,R,4454
361,F,3847
362,R,4442
363,F,3844
364,R,4432
365,F,3830
366,R,4420
367,F,3816
368,R,4414
369,F,3807
370,R,4407
371,F,3810
372,R,4397
373,F,3809
374,R,4371
375,F,3814
376,R,4369
377,F,3805
378,R,4373
379,F,3793
380,R,4351
381,F,3779
382,R,4342
383,F,3766
384,R,4335
385,F,3756
386,R,4319
387,F,3739
388,R,4319
389,F,3726
390,R,4314
391,F,3727
392,R,4314
393,F,3732
394,R,4284
395,F,3732
396,R,4287
397,F,3725
398,R,4287
399,F,3712
400,R,4274
401,F,3698
402,R,4264
403,F,3691
404,R,4252
405,F,3688
406,R,4238
407,F,3678
408,R,4232
409,F,3664
410,R,4227
411,F,3664
412,R,4223
413,F,3667
414,R,4202
415,F,3669
416,R,4202
417,F,3654
418,R,4207
419,F,3642
420,R,4198
421,F,3630
422,R,4191
423,F,3619
424,R,4179
425,F,3615
426,R,4166
427,F,3602
428,R,4170
429,F,3595
430,R,4163
431,F,3599
432,R,4159
433,F,3598
434,R,4133
435,F,3607
436,R,4135
437,F,3600
438,R,4135
439,F,3593
440,R,4122
441,F,3579
442,R,4110
443,F,3572
444,R,4100
445,F,3565
446,R,4091
447,F,3551
448,R,4092
449,F,3534
450,R,4093
451,F,3533
452,R,4089
453,F,3541
454,R,4069
455,F,3545
456,R,4071
457,F,3541
458,R,4072
459,F,3528
460,R,4065
461,F,3518
462,R,4059
463,F,3513
464,R,4054
465,F,3503
466,R,4043
467,F,3497
468,R,4041
469,F,3490
470,R,4027
471,F,3500
472,R,4021
473,F,3503
474,R,4000
475,F,3509
476,R,4002
477,F,3497
478,R,4007
479,F,3481
480,R,4000
481,F,3466
482,R,3999
483,F,3459
484,R,3992
485,F,3452
486,R,3983
487,F,3442
488,R,3986
489,F,3435
490,R,3980
491,F,3442
492,R,3976
493,F,3446
494,R,3959
495,F,3450
496,R,3965
497,F,3446
498,R,3966
499,F,3439
500,R,3953
501,F,3429
502,R,3946
503,F,3429
504,R,3933
505,F,3423
506,R,3923
507,F,3416
508,R,3920
509,F,3405
510,R,3921
511,F,3401
512,R,3922
513,F,3401
514,R,3905
515,F,3404
516,R,3908
517,F,3402
518,R,3915
519,F,3387
520,R,3908
521,F,3382
522,R,3902
523,F,3377
524,R,3896
525,F,3370
526,R,3890
527,F,3359
528,R,3894
529,F,3357
530,R,3886
531,F,3364
532,R,3887
533,F,3366
534,R,3863
535,F,3375
536,R,3865
537,F,3371
538,R,3866
539,F,3361
540,R,3856
541,F,3355
542,R,3852
543,F,3351
544,R,3847
545,F,3339
546,R,3841
547,F,3330
548,R,3841
549,F,3320
550,R,3841
551,F,3323
552,R,3841
553,F,3331
554,R,3820
555,F,3334
556,R,3827
557,F,3330
558,R,3835
559,F,3323
560,R,3824
561,F,3313
562,R,3822
563,F,3309
564,R,3812
565,F,3306
566,R,3802
567,F,3299
568,R,3806
569,F,3295
570,R,3800
571,F,3298
572,R,3800
573,F,3303
574,R,3782
575,F,3310
576,R,3781
577,F,3304
578,R,3792
579,F,3296
580,R,3782
581,F,3286
582,R,3783
583,F,3282
584,R,3777
585,F,3275
586,R,3770
587,F,3265
588,R,3773
589,F,3262
590,R,3771
591,F,3265
592,R,3767
593,F,3269
594,R,3750
595,F,3275
596,R,3754
597,F,3272
598,R,3760
599,F,3262
600,R,3754
601,F,3255
602,R,3751
603,F,3251
604,R,3745
605,F,3251
606,R,3737
607,F,3239
608,R,3742
609,F,3230
610,R,3739
611,F,3237
612,R,3739
613,F,3242
614,R,3717
615,F,3249
616,R,3725
617,F,3244
618,R,3732
619,F,3237
620,R,3726
621,F,3230
622,R,3723
623,F,3227
624,R,3719
625,F,3224
626,R,3709
627,F,3218
628,R,3709
629,F,3207
630,R,3710
631,F,3214
632,R,3706
633,F,3218
634,R,3692
635,F,3225
636,R,3695
637,F,3217
638,R,3703
639,F,3214
640,R,3696
641,F,3204
642,R,3696
643,F,3201
644,R,3690
645,F,3196
646,R,3681
647,F,3190
648,R,3684
649,F,3183
650,R,3684
651,F,3194
652,R,3683
653,F,3194
654,R,3667
655,F,3200
656,R,3670
657,F,3201
658,R,3677
659,F,3190
660,R,3674
661,F,3183
662,R,3667
663,F,3180
664,R,3664
665,F,3177
666,R,3661
667,F,3166
668,R,3665
669,F,3159
670,R,3662
671,F,3166
672,R,3662
673,F,3172
674,R,3641
675,F,3181
676,R,3647
677,F,3178
678,R,3653
679,F,3170
680,R,3648
681,F,3163
682,R,3645
683,F,3160
684,R,3641
685,F,3157
686,R,3635
687,F,3152
688,R,3636
689,F,3146
690,R,3635
691,F,3153
692,R,3635
693,F,3153
694,R,3618
695,F,3164
696,R,3621
697,F,3160
698,R,3632
699,F,3149
700,R,3629
701,F,3142
702,R,3627
703,F,3138
704,R,3623
705,F,3135
706,R,3617
707,F,3128
708,R,3620
709,F,3125
710,R,3617
711,F,3132
712,R,3620
713,F,3135
714,R,3600
715,F,3143
716,R,3605
717,F,3140
718,R,3612
719,F,3133
720,R,3606
721,F,3128
722,R,3600
723,F,3126
724,R,3600
725,F,3122
726,R,3593
727,F,3115
728,R,3594
729,F,3111
730,R,3598
731,F,3115
732,R,3597
733,F,3122
734,R,3580
735,F,3130
736,R,3586
737,F,3122
738,R,3597
739,F,3115
740,R,3590
741,F,3112
742,R,3587
743,F,3108
744,R,3585
745,F,3101
746,R,3581
747,F,3098
748,R,3581
749,F,3095
750,R,3578
751,F,3101
752,R,3581
753,F,3104
754,R,3565
755,F,3112
756,R,3571
757,F,3108
758,R,3578
759,F,3105
760,R,3567
761,F,3099
762,R,3567
763,F,3099
764,R,3560
765,F,3095
766,R,3559
767,F,3084
768,R,3565
769,F,3077
770,R,3562
771,F,3089
772,R,3560
773,F,3093
774,R,3547
775,F,3095
776,R,3554
777,F,3096
778,R,3561
779,F,3088
780,R,3558
781,F,3078
782,R,3558
783,F,3078
784,R,3555
785,F,3075
786,R,3548
787,F,3071
788,R,3553
789,F,3063
790,R,3553
791,F,3074
792,R,3549
793,F,3081
794,R,3532
795,F,3085
796,R,3542
797,F,3081
798,R,3545
799,F,3078
800,R,3542
801,F,3070
802,R,3539
803,F,3072
804,R,3532
805,F,3064
806,R,3533
807,F,3057
808,R,3536
809,F,3053
810,R,3534
811,F,3060
812,R,3536
813,F,3064
814,R,3523
815,F,3071
816,R,3526
817,F,3067
818,R,3536
819,F,3061
820,R,3532
821,F,3054
822,R,3533
823,F,3054
824,R,3526
825,F,3054
826,R,3520
827,F,3050
828,R,3523
829,F,3044
830,R,3524
831,F,3054
832,R,3519
833,F,3061
834,R,3506
835,F,3064
836,R,3513
837,F,3061
838,R,3519
839,F,3054
840,R,3513
841,F,3051
842,R,3513
843,F,3043
844,R,3510
