phototran 2 330Hz siggen Jack King 04/10/15
425 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
426 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
427 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
428 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
429 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
430 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
431 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
432 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
433 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
434 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
435 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
436 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
437 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
438 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
439 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
440 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
441 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
442 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
443 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
444 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
445 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
446 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
447 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
448 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
449 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
450 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
451 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
452 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
453 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
454 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
455 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
456 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
457 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
458 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
459 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
460 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
461 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
462 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
463 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
464 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
465 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
466 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
467 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
468 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
469 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
470 R 949 0x52 0x0 0x3 0xb5 0x2c 0xff 
471 F 949 0x46 0x0 0x3 0xb5 0x2c 0xff 
472 R 949 0x52 0x0 0x3 0xb5 0x2c 0xff 
473 F 961 0x46 0x0 0x3 0xc1 0x2c 0xff 
474 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
475 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
476 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
477 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
478 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
479 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
480 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
481 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
482 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
483 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
484 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
485 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
486 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
487 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
488 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
489 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
490 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
491 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
492 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
493 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
494 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
495 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
496 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
497 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
498 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
499 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
500 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
501 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
502 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
503 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
504 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
505 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
506 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
507 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
508 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
509 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
510 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
511 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
512 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
513 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
514 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
515 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
516 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
517 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
518 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
519 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
520 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
521 R 949 0x52 0x0 0x3 0xb5 0x2c 0xff 
522 F 949 0x46 0x0 0x3 0xb5 0x2c 0xff 
523 R 950 0x52 0x0 0x3 0xb6 0x2c 0xff 
524 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
525 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
526 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
527 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
528 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
529 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
530 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
531 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
532 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
533 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
534 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
535 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
536 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
537 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
538 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
539 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
540 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
541 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
542 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
543 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
544 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
545 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
546 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
547 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
548 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
549 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
550 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
551 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
552 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
553 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
554 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
555 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
556 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
557 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
558 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
559 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
560 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
561 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
562 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
563 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
564 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
565 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
566 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
567 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
568 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
569 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
570 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
571 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
572 R 949 0x52 0x0 0x3 0xb5 0x2c 0xff 
573 F 949 0x46 0x0 0x3 0xb5 0x2c 0xff 
574 R 949 0x52 0x0 0x3 0xb5 0x2c 0xff 
575 F 961 0x46 0x0 0x3 0xc1 0x2c 0xff 
576 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
577 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
578 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
579 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
580 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
581 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
582 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
583 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
584 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
585 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
586 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
587 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
588 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
589 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
590 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
591 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
592 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
593 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
594 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
595 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
596 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
597 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
598 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
599 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
600 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
601 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
602 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
603 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
604 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
605 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
606 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
607 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
608 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
609 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
610 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
611 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
612 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
613 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
614 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
615 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
616 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
617 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
618 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
619 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
620 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
621 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
622 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
623 R 949 0x52 0x0 0x3 0xb5 0x2c 0xff 
624 F 949 0x46 0x0 0x3 0xb5 0x2c 0xff 
625 R 950 0x52 0x0 0x3 0xb6 0x2c 0xff 
626 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
627 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
628 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
629 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
630 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
631 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
632 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
633 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
634 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
635 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
636 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
637 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
638 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
639 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
640 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
641 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
642 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
643 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
644 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
645 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
646 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
647 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
648 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
649 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
650 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
651 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
652 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
653 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
654 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
655 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
656 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
657 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
658 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
659 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
660 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
661 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
662 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
663 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
664 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
665 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
666 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
667 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
668 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
669 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
670 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
671 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
672 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
673 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
674 R 948 0x52 0x0 0x3 0xb4 0x2c 0xff 
675 F 950 0x46 0x0 0x3 0xb6 0x2c 0xff 
676 R 950 0x52 0x0 0x3 0xb6 0x2c 0xff 
677 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
678 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
679 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
680 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
681 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
682 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
683 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
684 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
685 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
686 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
687 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
688 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
689 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
690 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
691 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
692 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
693 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
694 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
695 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
696 R 1245 0x52 0x0 0x4 0xdd 0x2c 0xff 
697 F 735 0x46 0x0 0x2 0xdf 0x2c 0xff 
698 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
699 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
700 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
701 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
702 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
703 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
704 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
705 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
706 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
707 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
708 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
709 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
710 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
711 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
712 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
713 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
714 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
715 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
716 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
717 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
718 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
719 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
720 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
721 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
722 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
723 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
724 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
725 R 949 0x52 0x0 0x3 0xb5 0x2c 0xff 
726 F 949 0x46 0x0 0x3 0xb5 0x2c 0xff 
727 R 950 0x52 0x0 0x3 0xb6 0x2c 0xff 
728 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
729 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
730 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
731 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
732 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
733 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
734 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
735 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
736 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
737 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
738 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
739 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
740 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
741 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
742 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
743 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
744 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
745 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
746 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
747 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
748 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
749 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
750 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
751 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
752 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
753 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
754 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
755 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
756 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
757 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
758 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
759 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
760 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
761 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
762 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
763 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
764 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
765 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
766 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
767 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
768 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
769 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
770 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
771 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
772 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
773 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
774 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
775 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
776 R 949 0x52 0x0 0x3 0xb5 0x2c 0xff 
777 F 949 0x46 0x0 0x3 0xb5 0x2c 0xff 
778 R 949 0x52 0x0 0x3 0xb5 0x2c 0xff 
779 F 961 0x46 0x0 0x3 0xc1 0x2c 0xff 
780 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
781 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
782 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
783 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
784 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
785 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
786 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
787 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
788 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
789 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
790 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
791 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
792 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
793 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
794 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
795 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
796 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
797 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
798 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
799 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
800 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
801 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
802 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
803 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
804 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
805 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
806 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
807 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
808 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
809 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
810 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
811 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
812 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
813 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
814 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
815 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
816 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
817 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
818 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
819 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
820 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
821 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
822 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
823 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
824 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
825 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
826 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
827 R 949 0x52 0x0 0x3 0xb5 0x2c 0xff 
828 F 949 0x46 0x0 0x3 0xb5 0x2c 0xff 
829 R 950 0x52 0x0 0x3 0xb6 0x2c 0xff 
830 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
831 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
832 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
833 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
834 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
835 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
836 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
837 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
838 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
839 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
840 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
841 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
842 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
843 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
844 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
845 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
846 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
847 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
848 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
849 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
850 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
851 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
852 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
853 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
