phototran 2 330Hz siggen Jack King 04/10/15
1195 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1196 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1197 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1198 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1199 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1200 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1201 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1202 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1203 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1204 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1205 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1206 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1207 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1208 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1209 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1210 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1211 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1212 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1213 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1214 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1215 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1216 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1217 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1218 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1219 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1220 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1221 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1222 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1223 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1224 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1225 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1226 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1227 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1228 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1229 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1230 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1231 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1232 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1233 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1234 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
1235 R 949 0x52 0x0 0x3 0xb5 0x2c 0xff 
1236 F 949 0x46 0x0 0x3 0xb5 0x2c 0xff 
1237 R 950 0x52 0x0 0x3 0xb6 0x2c 0xff 
1238 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
1239 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1240 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1241 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1242 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1243 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1244 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1245 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1246 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1247 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1248 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1249 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1250 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1251 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1252 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1253 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1254 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1255 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1256 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1257 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1258 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1259 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1260 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1261 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1262 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1263 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1264 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1265 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1266 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1267 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1268 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1269 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1270 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1271 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1272 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1273 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1274 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1275 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1276 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1277 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1278 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1279 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1280 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1281 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1282 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1283 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1284 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1285 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
1286 R 949 0x52 0x0 0x3 0xb5 0x2c 0xff 
1287 F 949 0x46 0x0 0x3 0xb5 0x2c 0xff 
1288 R 949 0x52 0x0 0x3 0xb5 0x2c 0xff 
1289 F 961 0x46 0x0 0x3 0xc1 0x2c 0xff 
1290 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1291 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1292 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1293 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1294 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1295 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1296 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1297 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1298 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1299 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1300 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1301 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1302 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1303 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1304 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1305 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1306 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1307 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1308 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1309 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1310 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1311 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1312 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1313 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1314 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1315 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1316 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1317 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1318 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1319 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1320 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1321 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1322 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1323 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1324 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1325 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1326 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1327 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1328 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1329 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1330 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1331 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1332 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1333 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1334 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1335 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1336 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
1337 R 952 0x52 0x0 0x3 0xb8 0x2c 0xff 
1338 F 946 0x46 0x0 0x3 0xb2 0x2c 0xff 
1339 R 950 0x52 0x0 0x3 0xb6 0x2c 0xff 
1340 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
1341 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1342 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1343 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1344 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1345 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1346 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1347 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1348 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1349 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1350 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1351 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1352 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1353 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1354 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1355 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1356 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1357 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1358 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1359 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1360 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1361 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1362 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1363 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1364 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1365 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1366 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1367 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1368 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1369 F 1246 0x46 0x0 0x4 0xde 0x2c 0xff 
1370 R 734 0x52 0x0 0x2 0xde 0x2c 0xff 
1371 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1372 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1373 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1374 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1375 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1376 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1377 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1378 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1379 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1380 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1381 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1382 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1383 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1384 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1385 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1386 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1387 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
1388 R 952 0x52 0x0 0x3 0xb8 0x2c 0xff 
1389 F 946 0x46 0x0 0x3 0xb2 0x2c 0xff 
1390 R 950 0x52 0x0 0x3 0xb6 0x2c 0xff 
1391 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
1392 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1393 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1394 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1395 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1396 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1397 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1398 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1399 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1400 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1401 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1402 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1403 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1404 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1405 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1406 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1407 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1408 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1409 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1410 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1411 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1412 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1413 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1414 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1415 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1416 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1417 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1418 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1419 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1420 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1421 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1422 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1423 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1424 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1425 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1426 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1427 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1428 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1429 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1430 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1431 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1432 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1433 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1434 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1435 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1436 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1437 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1438 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
1439 R 949 0x52 0x0 0x3 0xb5 0x2c 0xff 
1440 F 949 0x46 0x0 0x3 0xb5 0x2c 0xff 
1441 R 950 0x52 0x0 0x3 0xb6 0x2c 0xff 
1442 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
1443 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1444 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1445 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1446 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1447 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1448 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1449 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1450 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1451 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1452 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1453 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1454 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1455 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1456 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1457 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1458 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1459 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1460 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1461 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1462 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1463 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1464 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1465 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1466 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1467 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1468 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1469 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1470 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1471 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1472 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1473 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1474 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1475 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1476 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1477 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1478 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1479 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1480 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1481 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1482 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1483 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1484 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1485 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1486 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1487 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1488 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1489 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
1490 R 952 0x52 0x0 0x3 0xb8 0x2c 0xff 
1491 F 946 0x46 0x0 0x3 0xb2 0x2c 0xff 
1492 R 950 0x52 0x0 0x3 0xb6 0x2c 0xff 
1493 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
1494 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1495 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1496 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1497 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1498 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1499 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1500 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1501 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1502 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1503 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1504 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1505 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1506 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1507 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1508 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1509 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1510 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1511 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1512 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1513 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1514 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1515 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1516 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
1517 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1518 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1519 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1520 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1521 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1522 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1523 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1524 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1525 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1526 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1527 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1528 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1529 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1530 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1531 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1532 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1533 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1534 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1535 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1536 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1537 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1538 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1539 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1540 F 2174 0x46 0x0 0x8 0x7e 0x2c 0xff 
1541 R 697 0x52 0x0 0x2 0xb9 0x2c 0xff 
1542 F 945 0x46 0x0 0x3 0xb1 0x2c 0xff 
1543 R 950 0x52 0x0 0x3 0xb6 0x2c 0xff 
1544 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
1545 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1546 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1547 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1548 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1549 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1550 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1551 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1552 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1553 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1554 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1555 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1556 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1557 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1558 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1559 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1560 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1561 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1562 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1563 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1564 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1565 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1566 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1567 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1568 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1569 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1570 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1571 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1572 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1573 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1574 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1575 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1576 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1577 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1578 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1579 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1580 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1581 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1582 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1583 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1584 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1585 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1586 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1587 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1588 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1589 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
1590 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
1591 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
1592 R 952 0x52 0x0 0x3 0xb8 0x2c 0xff 
1593 F 946 0x46 0x0 0x3 0xb2 0x2c 0xff 
1594 R 950 0x52 0x0 0x3 0xb6 0x2c 0xff 
1595 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
1596 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1597 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1598 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1599 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1600 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1601 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1602 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1603 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1604 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1605 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1606 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1607 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1608 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
1609 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
1610 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
