PhotoTran 2 Sig Gen 1MHz Jack King 04/09/15
419 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
420 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
421 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
422 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
423 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
424 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
425 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
426 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
427 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
428 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
429 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
430 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
431 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
432 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
433 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
434 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
435 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
436 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
437 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
438 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
439 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
440 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
441 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
442 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
443 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
444 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
445 R 1014 0x52 0x0 0x3 0xf6 0x2c 0xff 
446 R 1222 0x52 0x0 0x4 0xc6 0x2c 0xff 
447 R 734 0x52 0x0 0x2 0xde 0x2c 0xff 
448 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
449 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
450 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
451 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
452 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
453 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
454 R 1013 0x52 0x0 0x3 0xf5 0x2c 0xff 
455 R 963 0x52 0x0 0x3 0xc3 0x2c 0xff 
456 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
457 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
458 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
459 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
460 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
461 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
462 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
463 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
464 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
465 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
466 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
467 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
468 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
469 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
470 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
471 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
472 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
473 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
474 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
475 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
476 F 1004 0x46 0x0 0x3 0xec 0x2c 0xff 
477 F 975 0x46 0x0 0x3 0xcf 0x2c 0xff 
478 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
479 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
480 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
481 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
482 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
483 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
484 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
485 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
486 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
487 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
488 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
489 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
490 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
491 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
492 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
493 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
494 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
495 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
496 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
497 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
498 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
499 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
500 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
501 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
502 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
503 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
504 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
505 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
506 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
507 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
508 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
509 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
510 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
511 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
512 F 1001 0x46 0x0 0x3 0xe9 0x2c 0xff 
513 F 979 0x46 0x0 0x3 0xd3 0x2c 0xff 
514 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
515 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
516 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
517 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
518 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
519 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
520 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
521 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
522 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
523 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
524 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
525 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
526 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
527 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
528 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
529 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
530 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
531 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
532 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
533 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
534 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
535 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
536 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
537 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
538 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
539 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
540 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
541 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
542 R 980 0x52 0x0 0x3 0xd4 0x2c 0xff 
543 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
544 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
545 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
546 F 1008 0x46 0x0 0x3 0xf0 0x2c 0xff 
547 F 968 0x46 0x0 0x3 0xc8 0x2c 0xff 
548 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
549 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
550 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
551 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
552 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
553 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
554 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
555 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
556 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
557 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
558 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
559 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
560 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
561 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
562 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
563 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
564 F 1011 0x46 0x0 0x3 0xf3 0x2c 0xff 
565 F 969 0x46 0x0 0x3 0xc9 0x2c 0xff 
566 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
567 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
568 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
569 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
570 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
571 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
572 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
573 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
574 R 1249 0x52 0x0 0x4 0xe1 0x2c 0xff 
575 R 731 0x52 0x0 0x2 0xdb 0x2c 0xff 
576 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
577 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
578 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
579 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
580 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
581 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
582 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
583 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
584 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
585 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
586 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
587 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
588 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
589 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
590 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
591 R 1014 0x52 0x0 0x3 0xf6 0x2c 0xff 
592 R 966 0x52 0x0 0x3 0xc6 0x2c 0xff 
593 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
594 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
595 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
596 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
597 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
598 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
599 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
600 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
601 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
602 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
603 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
604 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
605 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
606 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
607 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
608 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
609 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
610 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
611 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
612 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
613 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
614 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
615 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
616 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
617 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
618 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
619 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
620 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
621 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
622 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
623 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
624 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
625 F 982 0x46 0x0 0x3 0xd6 0x2c 0xff 
626 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
627 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
628 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
629 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
630 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
631 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
632 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
633 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
634 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
635 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
636 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
637 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
638 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
639 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
640 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
641 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
642 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
643 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
644 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
645 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
646 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
647 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
648 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
649 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
650 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
651 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
652 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
653 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
654 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
655 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
656 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
657 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
658 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
659 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
660 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
661 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
662 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
663 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
664 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
665 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
666 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
667 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
668 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
669 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
670 F 982 0x46 0x0 0x3 0xd6 0x2c 0xff 
671 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
672 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
673 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
674 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
675 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
676 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
677 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
678 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
679 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
680 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
681 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
682 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
683 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
684 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
685 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
686 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
687 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
688 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
689 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
690 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
691 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
692 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
693 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
694 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
695 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
696 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
697 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
698 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
699 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
700 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
701 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
702 R 1245 0x52 0x0 0x4 0xdd 0x2c 0xff 
703 R 745 0x52 0x0 0x2 0xe9 0x2c 0xff 
704 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
705 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
706 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
707 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
708 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
709 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
710 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
711 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
712 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
713 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
714 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
715 F 982 0x46 0x0 0x3 0xd6 0x2c 0xff 
716 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
717 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
718 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
719 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
720 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
721 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
722 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
723 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
724 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
725 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
726 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
727 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
728 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
729 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
730 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
731 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
732 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
733 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
734 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
735 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
736 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
737 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
738 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
739 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
740 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
741 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
742 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
743 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
744 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
745 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
746 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
747 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
748 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
749 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
750 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
751 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
752 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
753 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
754 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
755 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
756 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
757 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
758 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
759 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
760 F 982 0x46 0x0 0x3 0xd6 0x2c 0xff 
761 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
762 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
763 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
764 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
765 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
766 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
767 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
768 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
769 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
770 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
771 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
772 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
773 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
774 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
775 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
776 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
777 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
778 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
779 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
780 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
781 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
782 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
783 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
784 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
785 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
786 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
787 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
788 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
789 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
790 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
791 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
792 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
793 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
794 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
795 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
796 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
797 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
798 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
799 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
800 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
801 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
802 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
803 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
804 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
805 F 982 0x46 0x0 0x3 0xd6 0x2c 0xff 
806 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
807 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
808 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
809 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
810 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
811 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
812 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
813 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
814 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
815 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
816 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
817 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
818 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
819 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
820 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
821 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
822 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
823 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
824 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
825 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
826 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
827 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
828 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
829 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
830 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
831 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
832 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
833 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
834 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
835 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
836 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
837 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
838 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
839 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
840 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
841 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
842 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
