phototran 2 350Hz siggen Jack King 04/10/15
422 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
423 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
424 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
425 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
426 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
427 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
428 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
429 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
430 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
431 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
432 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
433 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
434 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
435 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
436 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
437 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
438 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
439 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
440 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
441 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
442 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
443 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
444 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
445 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
446 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
447 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
448 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
449 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
450 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
451 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
452 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
453 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
454 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
455 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
456 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
457 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
458 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
459 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
460 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
461 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
462 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
463 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
464 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
465 F 1886 0x46 0x0 0x7 0x5e 0x2c 0xff 
466 R 898 0x52 0x0 0x3 0x82 0x2c 0xff 
467 F 929 0x46 0x0 0x3 0xa1 0x2c 0xff 
468 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
469 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
470 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
471 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
472 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
473 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
474 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
475 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
476 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
477 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
478 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
479 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
480 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
481 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
482 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
483 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
484 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
485 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
486 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
487 R 899 0x52 0x0 0x3 0x83 0x2c 0xff 
488 F 930 0x46 0x0 0x3 0xa2 0x2c 0xff 
489 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
490 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
491 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
492 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
493 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
494 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
495 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
496 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
497 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
498 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
499 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
500 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
501 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
502 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
503 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
504 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
505 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
506 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
507 F 1837 0x46 0x0 0x7 0x2d 0x2c 0xff 
508 R 897 0x52 0x0 0x3 0x81 0x2c 0xff 
509 F 929 0x46 0x0 0x3 0xa1 0x2c 0xff 
510 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
511 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
512 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
513 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
514 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
515 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
516 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
517 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
518 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
519 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
520 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
521 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
522 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
523 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
524 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
525 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
526 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
527 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
528 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
529 R 900 0x52 0x0 0x3 0x84 0x2c 0xff 
530 F 929 0x46 0x0 0x3 0xa1 0x2c 0xff 
531 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
532 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
533 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
534 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
535 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
536 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
537 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
538 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
539 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
540 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
541 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
542 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
543 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
544 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
545 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
546 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
547 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
548 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
549 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
550 R 900 0x52 0x0 0x3 0x84 0x2c 0xff 
551 F 929 0x46 0x0 0x3 0xa1 0x2c 0xff 
552 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
553 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
554 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
555 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
556 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
557 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
558 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
559 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
560 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
561 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
562 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
563 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
564 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
565 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
566 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
567 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
568 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
569 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
570 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
571 R 896 0x52 0x0 0x3 0x80 0x2c 0xff 
572 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
573 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
574 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
575 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
576 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
577 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
578 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
579 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
580 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
581 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
582 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
583 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
584 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
585 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
586 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
587 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
588 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
589 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
590 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
591 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
592 R 896 0x52 0x0 0x3 0x80 0x2c 0xff 
593 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
594 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
595 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
596 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
597 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
598 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
599 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
600 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
601 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
602 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
603 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
604 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
605 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
606 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
607 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
608 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
609 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
610 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
611 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
612 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
613 R 896 0x52 0x0 0x3 0x80 0x2c 0xff 
614 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
615 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
616 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
617 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
618 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
619 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
620 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
621 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
622 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
623 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
624 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
625 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
626 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
627 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
628 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
629 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
630 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
631 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
632 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
633 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
634 R 896 0x52 0x0 0x3 0x80 0x2c 0xff 
635 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
636 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
637 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
638 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
639 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
640 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
641 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
642 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
643 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
644 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
645 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
646 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
647 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
648 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
649 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
650 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
651 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
652 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
653 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
654 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
655 R 896 0x52 0x0 0x3 0x80 0x2c 0xff 
656 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
657 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
658 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
659 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
660 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
661 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
662 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
663 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
664 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
665 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
666 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
667 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
668 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
669 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
670 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
671 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
672 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
673 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
674 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
675 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
676 R 896 0x52 0x0 0x3 0x80 0x2c 0xff 
677 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
678 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
679 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
680 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
681 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
682 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
683 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
684 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
685 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
686 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
687 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
688 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
689 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
690 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
691 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
692 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
693 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
694 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
695 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
696 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
697 R 896 0x52 0x0 0x3 0x80 0x2c 0xff 
698 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
699 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
700 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
701 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
702 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
703 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
704 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
705 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
706 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
707 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
708 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
709 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
710 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
711 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
712 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
713 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
714 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
715 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
716 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
717 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
718 R 896 0x52 0x0 0x3 0x80 0x2c 0xff 
719 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
720 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
721 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
722 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
723 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
724 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
725 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
726 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
727 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
728 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
729 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
730 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
731 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
732 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
733 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
734 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
735 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
736 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
737 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
738 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
739 R 896 0x52 0x0 0x3 0x80 0x2c 0xff 
740 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
741 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
742 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
743 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
744 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
745 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
746 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
747 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
748 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
749 R 1888 0x52 0x0 0x7 0x60 0x2c 0xff 
750 F 894 0x46 0x0 0x3 0x7e 0x2c 0xff 
751 R 930 0x52 0x0 0x3 0xa2 0x2c 0xff 
752 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
753 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
754 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
755 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
756 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
757 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
758 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
759 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
760 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
761 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
762 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
763 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
764 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
765 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
766 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
767 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
768 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
769 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
770 R 1840 0x52 0x0 0x7 0x30 0x2c 0xff 
771 F 891 0x46 0x0 0x3 0x7b 0x2c 0xff 
772 R 948 0x52 0x0 0x3 0xb4 0x2c 0xff 
773 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
774 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
775 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
776 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
777 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
778 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
779 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
780 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
781 F 1872 0x46 0x0 0x7 0x50 0x2c 0xff 
782 R 897 0x52 0x0 0x3 0x81 0x2c 0xff 
783 F 944 0x46 0x0 0x3 0xb0 0x2c 0xff 
784 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
785 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
786 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
787 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
788 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
789 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
790 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
791 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
792 R 1880 0x52 0x0 0x7 0x58 0x2c 0xff 
793 F 891 0x46 0x0 0x3 0x7b 0x2c 0xff 
794 R 941 0x52 0x0 0x3 0xad 0x2c 0xff 
795 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
796 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
797 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
798 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
799 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
800 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
801 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
802 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
803 F 1883 0x46 0x0 0x7 0x5b 0x2c 0xff 
804 R 897 0x52 0x0 0x3 0x81 0x2c 0xff 
805 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
806 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
807 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
808 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
809 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
810 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
811 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
812 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
813 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
814 R 1887 0x52 0x0 0x7 0x5f 0x2c 0xff 
815 F 895 0x46 0x0 0x3 0x7f 0x2c 0xff 
816 R 930 0x52 0x0 0x3 0xa2 0x2c 0xff 
817 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
818 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
819 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
820 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
821 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
822 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
823 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
824 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
825 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
826 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
827 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
828 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
829 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
830 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
831 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
832 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
833 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
834 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
835 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
836 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
837 R 930 0x52 0x0 0x3 0xa2 0x2c 0xff 
838 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
839 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
840 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
841 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
842 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
843 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
844 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
845 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
846 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
847 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
848 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
849 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
850 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
851 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
852 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
853 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
