0,F,5873668
1,R,3139
2,F,3125
3,R,3139
4,F,3129
5,R,3137
6,F,3126
7,R,3141
8,F,3125
9,R,3138
10,F,3130
11,R,3137
12,F,3126
13,R,3141
14,F,3125
15,R,3138
16,F,3129
17,R,3138
18,F,3126
19,R,3140
20,F,3127
21,R,3140
22,F,3126
23,R,3138
24,F,3128
25,R,3138
26,F,3127
27,R,3140
28,F,3126
29,R,3137
30,F,3129
31,R,3138
32,F,3126
33,R,3141
34,F,3126
35,R,3137
36,F,3129
37,R,3138
38,F,3126
39,R,3141
40,F,3125
41,R,3138
42,F,3126
43,R,3141
44,F,3126
45,R,3141
46,F,3125
47,R,3138
48,F,3129
49,R,3138
50,F,3126
51,R,3140
52,F,3126
53,R,3138
54,F,3128
55,R,3139
56,F,3125
57,R,3141
58,F,3126
59,R,3137
60,F,3129
61,R,3138
62,F,3125
63,R,3142
64,F,3126
65,R,3137
66,F,3129
67,R,3138
68,F,3129
69,R,3138
70,F,3125
71,R,3138
72,F,3126
73,R,3141
74,F,3126
75,R,3141
76,F,3125
77,R,3138
78,F,3126
79,R,3141
80,F,3126
81,R,3140
82,F,3126
83,R,3138
84,F,3128
85,R,3138
86,F,3127
87,R,3140
88,F,3126
89,R,3393
90,F,2874
91,R,3137
92,F,3129
93,R,3138
94,F,3126
95,R,3137
96,F,3129
97,R,3138
98,F,3125
99,R,3142
100,F,3125
101,R,3138
102,F,3129
103,R,3138
104,F,3126
105,R,3141
106,F,3125
107,R,3138
108,F,3129
109,R,3137
110,F,3127
111,R,3140
112,F,3126
113,R,3138
114,F,3128
115,R,3138
116,F,3126
117,R,3141
118,F,3126
119,R,3141
120,F,3125
121,R,3138
122,F,3129
123,R,3138
124,F,3126
125,R,3141
126,F,3126
127,R,3137
128,F,3129
129,R,3138
130,F,3125
131,R,3141
132,F,3126
133,R,3137
134,F,3130
135,R,3137
136,F,3126
137,R,3141
138,F,3125
139,R,3139
140,F,3126
141,R,3140
142,F,3126
143,R,3141
144,F,3125
145,R,3138
146,F,3130
147,R,3137
148,F,3126
149,R,3141
150,F,3125
151,R,3138
152,F,3129
153,R,3138
154,F,3126
155,R,3141
156,F,3125
157,R,3138
158,F,3129
159,R,3138
160,F,3125
161,R,3142
162,F,3125
163,R,3138
164,F,3129
165,R,3137
166,F,3129
167,R,3138
168,F,3126
169,R,3137
170,F,3130
171,R,3137
172,F,3126
173,R,3141
174,F,3126
175,R,3137
176,F,3127
177,R,3140
178,F,3126
179,R,3141
180,F,3126
181,R,3137
182,F,3129
183,R,3138
184,F,3126
185,R,3141
186,F,3126
187,R,3137
188,F,3129
189,R,3138
190,F,3128
191,R,3138
192,F,3126
193,R,3138
194,F,3129
195,R,3137
196,F,3129
197,R,3138
198,F,3126
199,R,3141
200,F,3126
201,R,3137
202,F,3126
203,R,3141
204,F,3126
205,R,3137
206,F,3130
207,R,3137
208,F,3126
209,R,3141
210,F,3126
211,R,3141
212,F,3125
213,R,3138
214,F,3126
215,R,3141
216,F,3126
217,R,3140
218,F,3126
219,R,3138
220,F,3129
221,R,3137
222,F,3127
223,R,3140
224,F,3126
225,R,3137
226,F,3129
227,R,3138
228,F,3126
229,R,3141
230,F,3126
231,R,3137
232,F,3130
233,R,3137
234,F,3125
235,R,3142
236,F,3125
237,R,3138
238,F,3129
239,R,3138
240,F,3125
241,R,3142
242,F,3125
243,R,3138
244,F,3129
245,R,3137
246,F,3126
247,R,3141
248,F,3126
249,R,3138
250,F,3128
251,R,3138
252,F,3126
253,R,3141
254,F,3126
255,R,3137
256,F,3130
257,R,3137
258,F,3125
259,R,3142
260,F,3126
261,R,3137
262,F,3130
263,R,3137
264,F,3125
265,R,3142
266,F,3125
267,R,3138
268,F,3129
269,R,3138
270,F,3126
271,R,3140
272,F,3126
273,R,3138
274,F,3129
275,R,3137
276,F,3127
277,R,3140
278,F,3126
279,R,3138
280,F,3129
281,R,3137
282,F,3127
283,R,3140
284,F,3126
285,R,3137
286,F,3130
287,R,3137
288,F,3129
289,R,3138
290,F,3126
291,R,3137
292,F,3130
293,R,3137
294,F,3129
295,R,3138
296,F,3125
297,R,3141
298,F,3126
299,R,3137
300,F,3130
301,R,3137
302,F,3126
303,R,3138
304,F,3130
305,R,3137
306,F,3129
307,R,3137
308,F,3126
309,R,3141
310,F,3126
311,R,3137
312,F,3127
313,R,3140
314,F,3126
315,R,3141
316,F,3125
317,R,3138
318,F,3129
319,R,3138
320,F,3126
321,R,3141
322,F,3126
323,R,3137
324,F,3129
325,R,3138
326,F,3125
327,R,3142
328,F,3125
329,R,3138
330,F,3126
331,R,3141
332,F,3125
333,R,3141
334,F,3125
335,R,3139
336,F,3126
337,R,3140
338,F,3126
339,R,3141
340,F,3125
341,R,3138
342,F,3126
343,R,3141
344,F,3126
345,R,3141
346,F,3125
347,R,3138
348,F,3129
349,R,3138
350,F,3126
351,R,3141
352,F,3126
353,R,3137
354,F,3129
355,R,3138
356,F,3128
357,R,3139
358,F,3125
359,R,3138
360,F,3129
361,R,3137
362,F,3129
363,R,3138
364,F,3126
365,R,3137
366,F,3130
367,R,3137
368,F,3126
369,R,3141
370,F,3126
371,R,3137
372,F,3130
373,R,3137
374,F,3126
375,R,3141
376,F,3126
377,R,3137
378,F,3129
379,R,3138
380,F,3126
381,R,3141
382,F,3126
383,R,3140
384,F,3126
385,R,3138
386,F,3125
387,R,3141
388,F,3127
389,R,3137
390,F,3129
391,R,3137
392,F,3129
393,R,3138
394,F,3126
395,R,3137
396,F,3130
397,R,3137
398,F,3129
399,R,3138
400,F,3126
401,R,3137
402,F,3130
403,R,3137
404,F,3126
405,R,3141
406,F,3126
407,R,3141
408,F,3125
409,R,3138
410,F,3129
411,R,3137
412,F,3127
413,R,3140
414,F,3126
415,R,3138
416,F,3128
417,R,3138
418,F,3127
419,R,3140
420,F,3126
421,R,3137
422,F,3129
423,R,3138
424,F,3126
425,R,3141
