phototran 2 312Hz siggen Jack King 04/10/15
2525 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2526 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2527 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2528 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2529 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2530 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2531 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2532 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2533 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2534 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2535 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2536 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2537 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2538 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2539 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2540 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2541 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2542 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2543 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2544 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2545 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2546 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2547 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2548 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2549 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2550 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2551 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2552 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2553 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2554 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2555 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2556 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2557 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2558 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2559 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2560 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2561 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2562 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2563 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2564 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2565 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2566 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2567 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2568 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2569 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2570 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2571 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2572 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2573 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2574 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2575 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2576 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2577 R 1005 0x52 0x0 0x3 0xed 0x2c 0xff 
2578 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2579 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2580 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2581 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2582 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2583 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2584 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2585 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2586 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2587 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2588 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2589 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2590 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2591 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2592 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2593 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2594 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2595 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2596 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2597 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2598 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2599 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2600 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2601 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2602 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2603 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2604 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2605 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2606 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2607 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2608 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2609 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2610 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2611 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2612 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2613 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2614 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2615 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2616 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2617 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2618 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2619 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2620 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2621 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2622 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2623 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2624 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2625 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2626 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2627 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2628 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2629 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2630 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2631 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2632 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2633 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2634 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2635 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2636 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2637 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2638 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2639 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2640 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2641 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2642 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2643 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2644 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2645 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2646 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2647 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2648 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2649 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2650 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2651 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2652 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2653 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2654 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2655 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2656 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2657 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2658 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2659 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2660 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2661 R 1005 0x52 0x0 0x3 0xed 0x2c 0xff 
2662 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2663 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2664 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2665 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2666 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2667 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2668 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2669 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2670 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2671 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2672 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2673 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2674 F 1004 0x46 0x0 0x3 0xec 0x2c 0xff 
2675 R 1006 0x52 0x0 0x3 0xee 0x2c 0xff 
2676 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2677 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2678 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2679 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2680 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2681 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2682 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
2683 R 1006 0x52 0x0 0x3 0xee 0x2c 0xff 
2684 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2685 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2686 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2687 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2688 F 1004 0x46 0x0 0x3 0xec 0x2c 0xff 
2689 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2690 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2691 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2692 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2693 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2694 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2695 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2696 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
2697 R 1006 0x52 0x0 0x3 0xee 0x2c 0xff 
2698 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2699 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2700 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2701 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2702 F 1004 0x46 0x0 0x3 0xec 0x2c 0xff 
2703 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2704 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2705 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2706 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2707 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2708 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2709 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2710 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2711 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2712 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2713 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2714 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2715 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2716 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2717 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2718 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2719 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2720 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2721 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2722 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2723 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2724 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2725 R 1006 0x52 0x0 0x3 0xee 0x2c 0xff 
2726 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2727 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2728 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2729 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2730 F 1004 0x46 0x0 0x3 0xec 0x2c 0xff 
2731 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2732 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2733 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2734 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2735 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2736 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2737 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2738 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2739 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2740 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2741 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2742 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2743 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2744 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2745 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2746 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2747 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2748 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2749 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2750 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2751 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2752 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2753 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2754 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2755 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2756 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2757 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2758 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2759 R 1006 0x52 0x0 0x3 0xee 0x2c 0xff 
2760 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
2761 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2762 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2763 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2764 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2765 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2766 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2767 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2768 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2769 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2770 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2771 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2772 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2773 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2774 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2775 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2776 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2777 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2778 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2779 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2780 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2781 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2782 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2783 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2784 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2785 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2786 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2787 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2788 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2789 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2790 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2791 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2792 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2793 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2794 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2795 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2796 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2797 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2798 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2799 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2800 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2801 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2802 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2803 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2804 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2805 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2806 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2807 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2808 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2809 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2810 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2811 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2812 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2813 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2814 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2815 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2816 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2817 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2818 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2819 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2820 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2821 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2822 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2823 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2824 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2825 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2826 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2827 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
2828 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2829 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2830 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2831 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2832 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2833 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2834 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2835 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2836 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2837 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2838 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2839 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2840 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2841 R 1005 0x52 0x0 0x3 0xed 0x2c 0xff 
2842 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2843 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2844 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2845 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2846 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2847 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2848 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2849 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2850 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2851 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2852 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2853 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2854 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2855 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2856 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2857 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2858 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2859 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2860 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2861 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2862 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2863 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2864 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2865 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2866 F 1006 0x46 0x0 0x3 0xee 0x2c 0xff 
2867 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2868 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2869 R 1005 0x52 0x0 0x3 0xed 0x2c 0xff 
2870 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2871 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2872 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2873 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2874 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2875 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2876 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2877 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2878 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2879 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2880 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2881 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2882 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2883 R 1005 0x52 0x0 0x3 0xed 0x2c 0xff 
2884 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2885 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2886 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2887 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2888 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2889 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2890 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2891 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2892 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2893 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2894 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2895 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2896 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2897 R 1005 0x52 0x0 0x3 0xed 0x2c 0xff 
2898 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2899 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2900 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2901 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2902 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2903 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2904 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2905 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2906 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
2907 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2908 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2909 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2910 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2911 R 1005 0x52 0x0 0x3 0xed 0x2c 0xff 
2912 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2913 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2914 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2915 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2916 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2917 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2918 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2919 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2920 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2921 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2922 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2923 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2924 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2925 R 1005 0x52 0x0 0x3 0xed 0x2c 0xff 
2926 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
2927 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2928 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
2929 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
2930 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
