phototran 2 312Hz siggen Jack King 04/10/15
1312 F 1004 0x46 0x0 0x3 0xec 0x2c 0xff 
1313 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1314 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1315 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1316 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1317 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1318 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1319 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1320 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1321 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1322 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1323 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1324 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1325 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1326 F 1004 0x46 0x0 0x3 0xec 0x2c 0xff 
1327 R 1006 0x52 0x0 0x3 0xee 0x2c 0xff 
1328 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1329 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1330 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1331 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1332 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1333 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1334 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
1335 R 1006 0x52 0x0 0x3 0xee 0x2c 0xff 
1336 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1337 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1338 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1339 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1340 F 1004 0x46 0x0 0x3 0xec 0x2c 0xff 
1341 R 1006 0x52 0x0 0x3 0xee 0x2c 0xff 
1342 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1343 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1344 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1345 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1346 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1347 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1348 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1349 R 1006 0x52 0x0 0x3 0xee 0x2c 0xff 
1350 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1351 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1352 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1353 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1354 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1355 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1356 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1357 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1358 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1359 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1360 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1361 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1362 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1363 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1364 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1365 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1366 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1367 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1368 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1369 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1370 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1371 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1372 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1373 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1374 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1375 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1376 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1377 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1378 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1379 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1380 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1381 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1382 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1383 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1384 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1385 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1386 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1387 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1388 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1389 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1390 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1391 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1392 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1393 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1394 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1395 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1396 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1397 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1398 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1399 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1400 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1401 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1402 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1403 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1404 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1405 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1406 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1407 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1408 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1409 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1410 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1411 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1412 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1413 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1414 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1415 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1416 F 998 0x46 0x0 0x3 0xe6 0x2c 0xff 
1417 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1418 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1419 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1420 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1421 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1422 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1423 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1424 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1425 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1426 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1427 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1428 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1429 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1430 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1431 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1432 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1433 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1434 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1435 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1436 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1437 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1438 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1439 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1440 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1441 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1442 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1443 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1444 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1445 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1446 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1447 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1448 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1449 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1450 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1451 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1452 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1453 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1454 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1455 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1456 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1457 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1458 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1459 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1460 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1461 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1462 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1463 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1464 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1465 R 1005 0x52 0x0 0x3 0xed 0x2c 0xff 
1466 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1467 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1468 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1469 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1470 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1471 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1472 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1473 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1474 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1475 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1476 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1477 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1478 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1479 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1480 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1481 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1482 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1483 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1484 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1485 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1486 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1487 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1488 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1489 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1490 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1491 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1492 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1493 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1494 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1495 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1496 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1497 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1498 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1499 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1500 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1501 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1502 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1503 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1504 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1505 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1506 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1507 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1508 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1509 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1510 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1511 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1512 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1513 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1514 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1515 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1516 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1517 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1518 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1519 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1520 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1521 R 1005 0x52 0x0 0x3 0xed 0x2c 0xff 
1522 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1523 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1524 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1525 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1526 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1527 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1528 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1529 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1530 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1531 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1532 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1533 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1534 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1535 R 1005 0x52 0x0 0x3 0xed 0x2c 0xff 
1536 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1537 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1538 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1539 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1540 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1541 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1542 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1543 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1544 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1545 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1546 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1547 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1548 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1549 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1550 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1551 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1552 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1553 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1554 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1555 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1556 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1557 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1558 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1559 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1560 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1561 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1562 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1563 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1564 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1565 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1566 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1567 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1568 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1569 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1570 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
1571 R 1006 0x52 0x0 0x3 0xee 0x2c 0xff 
1572 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1573 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1574 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1575 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1576 F 1004 0x46 0x0 0x3 0xec 0x2c 0xff 
1577 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1578 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1579 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1580 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1581 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1582 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1583 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1584 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
1585 R 1006 0x52 0x0 0x3 0xee 0x2c 0xff 
1586 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1587 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1588 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1589 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1590 F 1004 0x46 0x0 0x3 0xec 0x2c 0xff 
1591 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1592 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1593 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1594 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1595 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1596 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1597 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1598 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1599 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1600 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1601 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1602 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1603 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1604 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1605 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1606 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1607 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1608 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1609 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1610 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1611 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1612 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1613 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1614 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1615 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1616 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1617 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1618 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1619 R 1006 0x52 0x0 0x3 0xee 0x2c 0xff 
1620 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1621 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1622 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1623 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1624 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1625 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1626 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1627 R 1006 0x52 0x0 0x3 0xee 0x2c 0xff 
1628 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1629 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1630 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1631 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1632 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1633 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1634 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1635 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1636 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1637 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1638 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1639 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1640 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1641 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1642 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1643 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1644 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1645 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1646 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1647 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1648 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1649 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1650 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1651 R 1263 0x52 0x0 0x4 0xef 0x2c 0xff 
1652 F 747 0x46 0x0 0x2 0xeb 0x2c 0xff 
1653 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1654 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1655 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1656 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1657 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1658 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1659 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1660 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1661 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1662 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1663 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1664 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1665 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1666 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1667 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1668 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1669 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1670 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1671 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1672 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1673 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1674 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1675 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1676 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1677 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1678 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1679 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1680 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1681 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1682 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1683 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1684 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1685 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1686 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1687 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1688 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1689 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1690 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1691 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1692 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1693 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1694 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1695 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1696 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1697 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1698 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1699 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
1700 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1701 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1702 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1703 R 1003 0x52 0x0 0x3 0xeb 0x2c 0xff 
1704 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1705 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1706 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1707 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1708 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1709 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1710 F 1003 0x46 0x0 0x3 0xeb 0x2c 0xff 
1711 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1712 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1713 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
1714 F 1002 0x46 0x0 0x3 0xea 0x2c 0xff 
1715 R 1008 0x52 0x0 0x3 0xf0 0x2c 0xff 
1716 F 999 0x46 0x0 0x3 0xe7 0x2c 0xff 
1717 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
